,Load Target (%)
122750,88.25343845736407
123000,88.25343845736407
123250,88.25343845736407
123500,88.25343845736407
123750,88.25343845736407
124000,88.25343845736407
124250,88.25343845736407
124500,88.25343845736407
124750,88.25343845736407
125000,88.25343845736407
125250,89.26800968175453
125500,89.26800968175453
125750,89.26800968175453
126000,89.26800968175453
126250,89.26800968175453
126500,89.26800968175453
126750,90.87100478255272
127000,90.87100478255272
127250,90.87100478255272
127500,90.87100478255272
127750,90.87100478255272
128000,94.71787097623115
128250,94.71787097623115
128500,94.71787097623115
128750,94.71787097623115
129000,94.71787097623115
129250,92.63377159215304
129500,92.63377159215304
129750,92.63377159215304
130000,92.63377159215304
130250,92.63377159215304
130500,92.63377159215304
130750,92.63377159215304
131000,92.63377159215304
131250,92.17849080641376
131500,92.17849080641376
131750,92.17849080641376
132000,92.17849080641376
132250,92.17849080641376
132500,92.17849080641376
132750,92.17849080641376
133000,92.17849080641376
133250,92.17849080641376
133500,92.17849080641376
133750,92.17849080641376
134000,92.17849080641376
134250,92.17849080641376
134500,92.95268880485162
134750,92.95268880485162
135000,92.95268880485162
135250,92.95268880485162
135500,92.95268880485162
135750,92.95268880485162
136000,96.47929591817638
136250,96.47929591817638
136500,96.47929591817638
136750,96.47929591817638
137000,94.55526643571268
137250,94.55526643571268
137500,94.55526643571268
137750,98.36589538686734
138000,98.36589538686734
138250,98.36589538686734
138500,98.36589538686734
138750,98.36589538686734
139000,98.36589538686734
139250,98.36589538686734
139500,98.36589538686734
139750,94.07329739327724
140000,94.07329739327724
140250,94.07329739327724
140500,94.07329739327724
140750,94.07329739327724
141000,94.07329739327724
141250,94.07329739327724
141500,94.07329739327724
141750,96.47777513483392
142000,96.47777513483392
142250,92.03472353183469
142500,92.03472353183469
142750,92.03472353183469
143000,92.03472353183469
143250,92.03472353183469
143500,94.0725220919654
143750,94.0725220919654
144000,94.0725220919654
144250,97.91992503270588
144500,97.91992503270588
144750,97.91992503270588
145000,97.91992503270588
145250,90.1444729051526
145500,90.1444729051526
145750,90.1444729051526
146000,90.1444729051526
146250,90.1444729051526
146500,88.83506353765257
146750,88.83506353765257
147000,88.83506353765257
147250,84.55993282702447
147500,84.55993282702447
147750,86.69734908593239
148000,86.69734908593239
148250,91.82695130005534
148500,91.82695130005534
148750,93.7506527704256
149000,93.7506527704256
149250,93.7506527704256
149500,95.35333476877092
149750,95.35333476877092
150000,95.35333476877092
150250,95.35333476877092
150500,97.62968800468926
150750,97.62968800468926
151000,97.62968800468926
151250,97.62968800468926
151500,97.62968800468926
151750,97.62968800468926
152000,97.62968800468926
152250,97.62968800468926
152500,98.93243872669184
152750,98.93243872669184
153000,98.93243872669184
153250,98.93243872669184
153500,98.93243872669184
153750,98.93243872669184
154000,98.93243872669184
154250,98.93243872669184
154500,98.93243872669184
154750,98.93243872669184
155000,98.93243872669184
155250,98.93243872669184
155500,98.93243872669184
155750,98.93243872669184
156000,98.93243872669184
156250,98.93243872669184
156500,99.01151946049984
156750,99.01151946049984
157000,99.01151946049984
157250,99.01151946049984
157500,99.01151946049984
157750,99.01151946049984
158000,99.01151946049984
158250,99.01151946049984
158500,99.01151946049984
158750,99.01151946049984
159000,99.01151946049984
159250,99.01151946049984
159500,99.01151946049984
159750,99.01151946049984
160000,99.01151946049984
160250,99.01151946049984
160500,99.01044596637573
160750,99.01044596637573
161000,99.01044596637573
161250,99.01044596637573
161500,99.01044596637573
161750,99.01044596637573
162000,99.01044596637573
162250,99.01044596637573
162500,99.01044596637573
162750,99.01044596637573
163000,99.01044596637573
163250,99.01044596637573
163500,99.01044596637573
163750,99.01044596637573
164000,99.01044596637573
164250,99.01044596637573
164500,98.98265439627428
164750,98.98265439627428
165000,98.98265439627428
165250,98.98265439627428
165500,98.98265439627428
165750,98.98265439627428
166000,98.98265439627428
166250,98.98265439627428
166500,98.98265439627428
166750,98.98265439627428
167000,98.98265439627428
167250,98.98265439627428
167500,98.98265439627428
167750,98.98265439627428
168000,98.98265439627428
168250,98.98265439627428
168500,99.06173513008228
168750,99.06173513008228
169000,99.06173513008228
169250,99.06173513008228
169500,99.06173513008228
169750,99.06173513008228
170000,99.06173513008228
170250,99.06173513008228
170500,99.06173513008228
170750,99.06173513008228
171000,99.06173513008228
171250,99.06173513008228
171500,99.06173513008228
171750,99.06173513008228
172000,99.06173513008228
172250,99.06066163595818
172500,99.06066163595818
172750,99.06066163595818
173000,99.06066163595818
173250,99.06066163595818
173500,99.06066163595818
173750,99.06066163595818
174000,99.06066163595818
174250,99.06066163595818
174500,99.06066163595818
174750,99.06066163595818
175000,99.06066163595818
175250,99.06066163595818
175500,99.06066163595818
175750,99.06066163595818
176000,99.06066163595818
176250,98.87265106783622
176500,98.87265106783622
176750,98.87265106783622
177000,98.87265106783622
177250,98.87265106783622
177500,98.87265106783622
177750,98.87265106783622
178000,98.87265106783622
178250,98.87265106783622
178500,98.87265106783622
178750,98.87265106783622
179000,98.87265106783622
179250,98.87265106783622
179500,95.78590817185756
179750,95.78590817185756
180000,95.78590817185756
180250,95.78590817185756
180500,95.78590817185756
180750,95.78590817185756
181000,95.78590817185756
181250,94.60744421399971
181500,94.60744421399971
181750,94.60744421399971
182000,94.60744421399971
182250,94.60744421399971
182500,94.60744421399971
182750,94.60744421399971
183000,93.58068286744458
183250,93.58068286744458
183500,93.58068286744458
183750,93.58068286744458
184000,93.58068286744458
184250,93.58068286744458
184500,93.58068286744458
184750,93.58068286744458
185000,89.09168827187266
185250,89.09168827187266
185500,89.09168827187266
185750,91.81693202156384
186000,91.81693202156384
186250,91.81693202156384
186500,87.8622989455392
186750,87.8622989455392
187000,87.8622989455392
187250,87.8622989455392
187500,87.8622989455392
187750,87.8622989455392
188000,87.8622989455392
188250,85.38059352550778
188500,85.38059352550778
188750,85.38059352550778
189000,85.38059352550778
189250,85.38059352550778
189500,85.38059352550778
189750,85.38059352550778
190000,85.38059352550778
190250,85.38059352550778
190500,85.38059352550778
190750,85.38059352550778
191000,85.38059352550778
191250,85.24240671641502
191500,85.24240671641502
191750,85.24240671641502
192000,85.24240671641502
192250,85.24240671641502
192500,85.24240671641502
192750,85.24240671641502
193000,82.41002228928338
193250,82.41002228928338
193500,82.41002228928338
193750,82.41002228928338
194000,82.41002228928338
194250,82.41002228928338
194500,82.41002228928338
194750,74.66100495453584
195000,74.66100495453584
195250,74.66100495453584
195500,74.66100495453584
195750,74.66100495453584
196000,74.66100495453584
196250,76.74498506148905
196500,78.66868653185928
196750,80.80598351364232
197000,80.80598351364232
197250,80.80598351364232
197500,83.47749291856651
197750,83.47749291856651
198000,83.47749291856651
198250,83.47749291856651
198500,83.47749291856651
198750,84.71952562013925
199000,84.71952562013925
199250,84.71952562013925
199500,88.97342500253535
199750,91.7062428496576
200000,91.7062428496576
200250,91.7062428496576
200500,91.7062428496576
200750,95.98065789753632
201000,95.98065789753632
201250,95.98065789753632
201500,95.98065789753632
201750,98.11810397572548
202000,98.11810397572548
202250,93.5757626860425
202500,93.5757626860425
202750,88.28543454611821
203000,88.28543454611821
203250,90.7434378974733
203500,90.7434378974733
203750,90.7434378974733
204000,90.7434378974733
204250,90.7434378974733
204500,94.89745759740714
204750,94.89745759740714
205000,94.89745759740714
205250,94.89745759740714
205500,94.89745759740714
205750,94.89745759740714
206000,94.89745759740714
206250,97.51368418488931
206500,97.51368418488931
206750,97.51368418488931
207000,97.51368418488931
207250,97.51368418488931
207500,97.51368418488931
207750,97.51368418488931
208000,97.51368418488931
208250,97.51368418488931
208500,98.06234191983522
208750,98.06234191983522
209000,98.06234191983522
209250,98.06234191983522
209500,98.06234191983522
209750,98.06234191983522
210000,98.06234191983522
210250,98.06234191983522
210500,91.86356937739932
210750,91.86356937739932
211000,91.86356937739932
211250,95.24044791583844
211500,95.24044791583844
211750,95.24044791583844
212000,95.24044791583844
212250,93.89374059138248
212500,93.89374059138248
212750,93.89374059138248
213000,93.89374059138248
213250,97.86889827867412
213500,97.86889827867412
213750,97.86889827867412
214000,97.86889827867412
214250,97.86889827867412
214500,97.86889827867412
214750,97.86889827867412
215000,97.86889827867412
215250,88.81621775191854
215500,88.81621775191854
215750,88.81621775191854
216000,88.81621775191854
216250,88.81621775191854
216500,95.65597065392078
216750,92.98405868870005
217000,92.98405868870005
217250,92.98405868870005
217500,92.98405868870005
217750,92.98405868870005
218000,92.98405868870005
218250,92.98405868870005
218500,98.5673910859386
218750,98.5673910859386
219000,98.5673910859386
219250,98.5673910859386
219500,98.5673910859386
219750,98.5673910859386
220000,98.5673910859386
220250,98.5673910859386
220500,98.5673910859386
220750,98.5673910859386
221000,98.5673910859386
221250,98.5673910859386
221500,98.5673910859386
221750,98.88693450354288
222000,98.88693450354288
222250,98.88693450354288
222500,98.88693450354288
222750,98.88693450354288
223000,98.88693450354288
223250,98.88693450354288
223500,98.88693450354288
223750,98.88693450354288
224000,98.88693450354288
224250,98.88693450354288
224500,98.88693450354288
224750,98.88693450354288
225000,98.13811271342728
225250,98.13811271342728
225500,98.13811271342728
225750,98.13811271342728
226000,98.13811271342728
226250,98.13811271342728
226500,98.13811271342728
226750,93.30187258799327
227000,93.30187258799327
227250,93.30187258799327
227500,93.30187258799327
227750,93.30187258799327
228000,95.01147161916992
228250,95.01147161916992
228500,95.01147161916992
228750,95.01147161916992
229000,95.01147161916992
229250,95.01147161916992
229500,95.01147161916992
229750,95.01147161916992
230000,95.01147161916992
230250,95.01147161916992
230500,98.33688804207137
230750,98.33688804207137
231000,98.33688804207137
231250,98.33688804207137
231500,98.33688804207137
231750,98.33688804207137
232000,98.33688804207137
232250,98.33688804207137
232500,95.4913234926384
232750,95.4913234926384
233000,95.4913234926384
233250,95.4913234926384
233500,91.6113578968005
233750,91.6113578968005
234000,91.6113578968005
234250,91.6113578968005
234500,91.6113578968005
234750,94.04783172711132
235000,94.04783172711132
235250,95.97153319748156
235500,95.97153319748156
235750,95.97153319748156
236000,95.97153319748156
236250,98.53602120209015
236500,98.53602120209015
236750,98.53602120209015
237000,98.53602120209015
237250,98.53602120209015
237500,98.53602120209015
237750,98.53602120209015
238000,98.53602120209015
238250,98.53602120209015
238500,98.53602120209015
238750,98.53602120209015
239000,98.98915499958127
239250,98.98915499958127
239500,98.98915499958127
239750,98.98915499958127
240000,98.98915499958127
240250,98.98915499958127
240500,98.98915499958127
240750,98.98915499958127
241000,98.98915499958127
241250,98.98915499958127
241500,98.98915499958127
241750,98.98915499958127
242000,98.98915499958127
242250,98.98915499958127
242500,98.98915499958127
242750,98.98915499958127
243000,99.01479958143454
243250,99.01479958143454
243500,99.01479958143454
243750,99.01479958143454
244000,99.01479958143454
244250,99.01479958143454
244500,99.01479958143454
244750,99.01479958143454
245000,99.01479958143454
245250,99.01479958143454
245500,99.01479958143454
245750,99.01479958143454
246000,99.01479958143454
246250,99.01479958143454
246500,99.01479958143454
246750,99.01479958143454
247000,99.01372608731046
247250,99.01372608731046
247500,99.01372608731046
247750,99.01372608731046
248000,99.01372608731046
248250,99.01372608731046
248500,99.01372608731046
248750,99.01372608731046
249000,99.01372608731046
249250,99.01372608731046
249500,99.01372608731046
249750,99.01372608731046
250000,99.01372608731046
250250,99.01372608731046
250500,99.01372608731046
250750,98.95921644123165
251000,98.95921644123165
251250,98.95921644123165
251500,98.95921644123165
251750,98.95921644123165
252000,98.95921644123165
252250,98.95921644123165
252500,98.95921644123165
252750,98.95921644123165
253000,98.95921644123165
253250,98.95921644123165
253500,98.95921644123165
253750,98.95921644123165
254000,98.95921644123165
254250,98.95921644123165
254500,98.95921644123165
254750,98.85127064319808
255000,98.85127064319808
255250,98.85127064319808
255500,98.85127064319808
255750,98.85127064319808
256000,98.85127064319808
256250,98.85127064319808
256500,98.85127064319808
256750,98.85127064319808
257000,98.85127064319808
257250,98.85127064319808
257500,98.85127064319808
257750,98.85127064319808
258000,98.85127064319808
258250,98.85127064319808
258500,98.85127064319808
258750,98.98378752896082
259000,98.98378752896082
259250,98.98378752896082
259500,98.98378752896082
259750,98.98378752896082
260000,98.98378752896082
260250,98.98378752896082
260500,98.98378752896082
260750,98.98378752896082
261000,98.98378752896082
261250,98.98378752896082
261500,98.98378752896082
261750,98.98378752896082
262000,98.98378752896082
262250,98.98378752896082
262500,98.98378752896082
262750,98.7689694270178
263000,98.7689694270178
263250,98.7689694270178
263500,98.7689694270178
263750,98.7689694270178
264000,98.7689694270178
264250,98.7689694270178
264500,98.7689694270178
264750,98.7689694270178
265000,98.7689694270178
265250,98.7689694270178
265500,98.7689694270178
265750,98.7689694270178
266000,98.7689694270178
266250,98.15364855894536
266500,98.15364855894536
266750,98.15364855894536
267000,98.15364855894536
267250,98.15364855894536
267500,98.15364855894536
267750,98.15364855894536
268000,95.3212641318137
268250,95.3212641318137
268500,95.3212641318137
268750,95.3212641318137
269000,95.3212641318137
269250,90.99248853426228
269500,90.99248853426228
269750,90.99248853426228
270000,90.99248853426228
270250,85.46175734910419
270500,89.22900606191257
270750,89.22900606191257
271000,92.54177910957476
271250,92.54177910957476
271500,92.54177910957476
271750,92.54177910957476
272000,92.54177910957476
272250,92.54177910957476
272500,92.54177910957476
272750,92.0601380792328
273000,92.0601380792328
273250,92.0601380792328
273500,92.0601380792328
273750,92.0601380792328
274000,92.0601380792328
274250,92.0601380792328
274500,92.0601380792328
274750,89.46812687805374
275000,89.46812687805374
275250,89.46812687805374
275500,89.46812687805374
275750,87.06323166655991
276000,87.06323166655991
276250,87.06323166655991
276500,84.57836114282135
276750,84.57836114282135
277000,84.57836114282135
277250,84.57836114282135
277500,84.57836114282135
277750,81.71514783880065
278000,81.71514783880065
278250,81.71514783880065
278500,81.71514783880065
278750,81.71514783880065
279000,81.71514783880065
279250,81.71514783880065
279500,81.71514783880065
279750,81.71514783880065
280000,81.71514783880065
280250,81.10357994026519
280500,81.10357994026519
280750,81.10357994026519
281000,81.10357994026519
281250,81.10357994026519
281500,81.10357994026519
281750,81.10357994026519
282000,81.10357994026519
282250,81.10357994026519
282500,81.10357994026519
282750,81.10357994026519
283000,78.36439567660145
283250,78.36439567660145
283500,78.36439567660145
283750,78.36439567660145
284000,75.49215778011293
284250,74.15616452340105
284500,74.15616452340105
284750,74.15616452340105
285000,74.15616452340105
285250,74.15616452340105
285500,74.15616452340105
285750,80.62128288573629
286000,80.62128288573629
286250,80.62128288573629
286500,80.62128288573629
286750,80.62128288573629
287000,83.45333930077447
287250,85.3770407711447
287500,85.3770407711447
287750,85.3770407711447
288000,85.3770407711447
288250,93.43204866017987
288500,93.43204866017987
288750,93.43204866017987
289000,93.43204866017987
289250,95.63618556082815
289500,95.63618556082815
289750,98.0675006554871
290000,90.78664603596792
290250,90.78664603596792
290500,90.78664603596792
290750,90.78664603596792
291000,90.78664603596792
291250,90.78664603596792
291500,90.78664603596792
291750,98.07186023440217
292000,98.07186023440217
292250,98.07186023440217
292500,98.07186023440217
292750,98.07186023440217
293000,98.07186023440217
293250,98.07186023440217
293500,98.07186023440217
293750,98.07186023440217
294000,98.07186023440217
294250,98.07186023440217
294500,95.87505291307892
294750,95.87505291307892
295000,95.87505291307892
295250,95.87505291307892
295500,95.87505291307892
295750,95.87505291307892
296000,95.87505291307892
296250,95.87505291307892
296500,95.87505291307892
296750,95.87505291307892
297000,98.59953627109886
297250,98.59953627109886
297500,98.59953627109886
297750,98.59953627109886
298000,98.59953627109886
298250,98.59953627109886
298500,98.59953627109886
298750,98.59953627109886
299000,98.59953627109886
299250,98.59953627109886
299500,98.59953627109886
299750,98.59953627109886
300000,98.59953627109886
300250,98.78548930881632
300500,98.78548930881632
300750,98.78548930881632
301000,98.78548930881632
301250,98.78548930881632
301500,98.78548930881632
301750,98.78548930881632
302000,98.78548930881632
302250,98.78548930881632
302500,98.78548930881632
302750,98.78548930881632
303000,98.78548930881632
303250,98.78548930881632
303500,98.78548930881632
303750,98.78548930881632
304000,98.78548930881632
304250,98.89128811860168
304500,98.89128811860168
304750,98.89128811860168
305000,98.89128811860168
305250,98.89128811860168
305500,98.89128811860168
305750,98.89128811860168
306000,98.89128811860168
306250,98.89128811860168
306500,98.89128811860168
306750,98.89128811860168
307000,98.89128811860168
307250,98.89128811860168
307500,98.89128811860168
307750,98.89128811860168
308000,98.89128811860168
308250,99.02380500436442
308500,99.02380500436442
308750,99.02380500436442
309000,99.02380500436442
309250,99.02380500436442
309500,99.02380500436442
309750,99.02380500436442
310000,99.02380500436442
310250,99.02380500436442
310500,99.02380500436442
310750,99.02380500436442
311000,99.02380500436442
311250,99.02380500436442
311500,99.02380500436442
311750,99.02380500436442
312000,98.77167105389675
312250,98.77167105389675
312500,98.77167105389675
312750,98.77167105389675
313000,98.77167105389675
313250,98.77167105389675
313500,98.77167105389675
313750,98.77167105389675
314000,98.77167105389675
314250,98.77167105389675
314500,93.22458101105876
314750,93.22458101105876
315000,93.22458101105876
315250,93.22458101105876
315500,95.6825247238514
315750,95.6825247238514
316000,95.6825247238514
316250,95.6825247238514
316500,95.6825247238514
316750,95.6825247238514
317000,98.62088687645576
317250,98.62088687645576
317500,98.62088687645576
317750,98.62088687645576
