,Load Target (%)
0,11.842691266284106
250,11.842691266284106
500,11.842691266284106
750,11.842691266284106
1000,11.842691266284106
1250,11.842691266284106
1500,11.882835982441009
1750,11.882835982441009
2000,11.882835982441009
2250,11.882835982441009
2500,11.882835982441009
2750,11.882835982441009
3000,11.882835982441009
3250,11.882835982441009
3500,11.882835982441009
3750,11.882835982441009
4000,11.882835982441009
4250,11.882835982441009
4500,11.882835982441009
4750,11.882835982441009
5000,11.882835982441009
5250,11.882835982441009
5500,11.882835982441009
5750,11.882835982441009
6000,11.882835982441009
6250,11.882835982441009
6500,16.860780785896026
6750,16.860780785896026
7000,16.860780785896026
7250,16.860780785896026
7500,16.860780785896026
7750,12.493035668025811
8000,15.415571004247795
8250,11.079941659303104
8500,11.079941659303104
8750,11.079941659303104
9000,11.079941659303104
9250,11.079941659303104
9500,12.685730305578916
9750,12.685730305578916
10000,12.685730305578916
10250,12.685730305578916
10500,12.685730305578916
10750,12.685730305578916
11000,13.809782357971983
11250,13.809782357971983
11500,13.809782357971983
11750,13.809782357971983
12000,13.809782357971983
12250,11.882835982441009
12500,11.882835982441009
12750,11.882835982441009
13000,11.882835982441009
13250,11.882835982441009
13500,11.882835982441009
13750,11.882835982441009
14000,11.882835982441009
14250,11.882835982441009
14500,11.922980698597895
14750,11.922980698597895
15000,11.922980698597895
15250,11.922980698597895
15500,11.922980698597895
15750,11.922980698597895
16000,11.922980698597895
16250,11.922980698597895
16500,11.922980698597895
16750,11.922980698597895
17000,11.922980698597895
17250,12.471625152742135
17500,12.471625152742135
17750,12.471625152742135
18000,12.471625152742135
18250,12.471625152742135
18500,12.471625152742135
18750,12.471625152742135
19000,16.2184653273857
19250,16.2184653273857
19500,11.240520523930684
19750,11.240520523930684
20000,11.240520523930684
20250,11.240520523930684
20500,14.291518951854728
20750,14.291518951854728
21000,14.291518951854728
21250,12.792782881997297
21500,14.933834410365051
21750,14.050650654913355
22000,18.359516855753455
22250,18.359516855753455
22500,18.359516855753455
22750,23.685382532568227
23000,23.685382532568227
23250,21.678146724723465
23500,20.23293694307523
23750,18.145411702916675
24000,18.145411702916675
24250,18.145411702916675
24500,14.933834410365051
24750,14.933834410365051
25000,14.933834410365051
25250,9.875600174596244
25500,9.875600174596244
25750,13.060414323043275
26000,13.060414323043275
26250,11.17170101051886
26500,11.17170101051886
26750,11.17170101051886
27000,14.291518951854728
27250,14.291518951854728
27500,17.34251737977877
27750,17.34251737977877
28000,22.64161991248895
28250,22.64161991248895
28500,26.281407510714132
28750,26.281407510714132
29000,27.780143580571547
29250,24.488276855706133
29500,24.488276855706133
29750,24.488276855706133
30000,17.50309624440635
30250,17.50309624440635
30500,17.50309624440635
30750,17.50309624440635
31000,17.50309624440635
31250,17.50309624440635
31500,20.875252401585556
31750,20.875252401585556
32000,20.875252401585556
32250,20.875252401585556
32500,20.875252401585556
32750,19.189174322995953
33000,19.189174322995953
33250,17.824253973661513
33500,17.824253973661513
33750,17.824253973661513
34000,17.824253973661513
34250,21.67814672472346
34500,21.67814672472346
34750,21.67814672472346
35000,21.67814672472346
35250,23.966395545666504
35500,23.966395545666504
35750,23.966395545666504
36000,23.966395545666504
36250,23.966395545666504
36500,23.966395545666504
36750,23.966395545666504
37000,23.765671964882017
37250,23.765671964882017
37500,23.765671964882017
37750,23.765671964882017
38000,23.765671964882017
38250,23.765671964882017
38500,18.841253449636188
38750,18.841253449636188
39000,20.23293694307523
39250,22.052830742187822
39500,22.052830742187822
39750,22.052830742187822
40000,22.052830742187822
40250,23.605093100254436
40500,23.605093100254436
40750,23.605093100254436
41000,22.400751615547577
41250,22.400751615547577
41500,22.400751615547577
41750,22.400751615547577
42000,20.714673536957974
42250,20.714673536957974
42500,20.714673536957974
42750,17.824253973661513
43000,17.824253973661513
43250,17.824253973661513
43500,15.254992139620214
43750,15.254992139620214
44000,15.254992139620214
44250,11.240520523930684
44500,11.240520523930684
44750,12.444862008637545
45000,13.970361222599564
45250,8.724784978098583
45500,9.955889606910034
45750,9.955889606910034
46000,19.751200349192487
46250,13.32804576408924
46500,13.32804576408924
46750,13.32804576408924
47000,8.550824541418692
47250,8.550824541418692
47500,8.550824541418692
47750,8.550824541418692
48000,6.797838602567609
48250,10.491152489001976
48500,10.491152489001976
48750,10.491152489001976
49000,10.491152489001976
49250,11.82930969423181
49500,11.82930969423181
49750,11.82930969423181
50000,11.82930969423181
50250,11.82930969423181
50500,10.357336768478987
50750,10.357336768478987
51000,10.357336768478987
51250,7.547206637496315
51500,7.547206637496315
51750,12.04341484706859
52000,12.04341484706859
52250,8.854777392320898
52500,8.854777392320898
52750,8.854777392320898
53000,10.54467877721116
53250,10.54467877721116
53500,10.54467877721116
53750,10.54467877721116
54000,10.710610270659664
54250,10.710610270659664
54500,10.710610270659664
54750,7.868364366751479
55000,7.868364366751479
55250,7.868364366751479
55500,6.744312314358411
55750,6.744312314358411
56000,5.620260261965342
56250,5.620260261965342
56500,5.620260261965342
56750,3.9341821833757398
57000,3.9341821833757398
57250,1.7842096069731352
57500,1.7842096069731352
57750,1.7842096069731352
58000,1.7842096069731352
58250,1.7842096069731352
58500,1.7842096069731352
58750,0.19269463755310298
59000,0.19269463755310298
59250,0.19269463755310298
59500,0.19269463755310298
59750,0.19269463755310298
60000,0.19269463755310298
60250,0.19269463755310298
60500,0.19269463755310298
60750,1.9804726637401728
61000,1.9804726637401728
61250,0.7226048908241154
61500,0.0
